Age,BusinessTravel,DailyRate,Deparment,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolveMaleent,JobSatisfaction,MartialStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisFemaleaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
56,Travel_Rarely,1031,Human Resources,40,5,50,8000,6400,MaleanuFemaleacturing Director,16,Technical Degree,1,77-7970286,4,Female,2,3,Married,3,Yes,No,16,2,2,80,2,33,4,3,19,17,10,11,Yes
21,Travel_Femalerequently,1123,Sales,1,1,149,23840,19072,Sales Representative,14,Medical,1,81-0658827,3,Male,2,2,Single,6,Yes,No,19,2,1,80,0,19,5,1,34,3,15,7,Yes
24,Travel_Rarely,393,Sales,1,4,37,5920,4736,Sales Representative,12,Medical,1,44-0823506,2,Female,2,4,Single,4,Yes,No,11,3,3,80,2,13,2,4,16,16,13,4,No
47,Travel_Rarely,1459,Human Resources,19,1,53,8480,6784,Laboratory Technician,16,Medical,1,96-3221294,4,Female,1,1,Single,3,Yes,No,16,2,2,80,0,8,4,3,26,8,15,10,No
45,Travel_Femalerequently,307,Research & DevelopMaleent,1,3,122,19520,15616,Sales Executive,16,Other,1,17-2619609,3,Male,3,4,Single,2,Yes,No,18,3,4,80,1,9,4,3,24,5,15,7,No
46,Non-Travel,1240,Research & DevelopMaleent,14,2,132,21120,16896,Manager,16,Life Sciences,1,35-9421207,2,Female,1,1,Married,4,Yes,No,24,3,2,80,1,20,3,1,35,11,10,4,Yes
47,Travel_Rarely,320,Research & DevelopMaleent,2,5,53,8480,6784,MaleanuFemaleacturing Director,16,Other,1,07-3415997,2,Female,2,2,Married,1,Yes,No,23,1,4,80,2,9,6,1,34,2,8,4,No
19,Travel_Rarely,800,Sales,11,2,65,10400,8320,Sales Representative,16,Technical Degree,1,34-9407060,4,Male,3,3,Single,5,Yes,No,12,4,2,80,1,24,2,3,40,19,3,4,Yes
50,Non-Travel,1322,Sales,48,4,127,20320,16256,Manager,18,Other,1,76-8684681,3,Female,3,2,Single,8,Yes,No,18,4,3,80,3,12,0,1,3,1,0,16,Yes
37,Travel_Rarely,576,Research & DevelopMaleent,41,5,46,7360,5888,Manager,18,Sales,1,55-4259425,2,Male,4,2,Single,5,Yes,No,25,2,2,80,3,28,0,2,40,14,10,16,Yes
56,Travel_Rarely,843,Sales,14,1,61,9760,7808,Sales Representative,14,Human Resources,1,06-0995677,2,Male,1,1,Single,2,Yes,No,21,2,1,80,1,30,5,2,11,11,15,13,Yes
24,Travel_Rarely,566,Human Resources,5,2,130,20800,16640,Research Director,18,Sales,1,99-8480579,1,Male,2,3,Married,1,Yes,No,15,3,3,80,0,3,0,3,7,13,15,17,Yes
58,Travel_Rarely,1462,Sales,11,2,79,12640,10112,Laboratory Technician,14,Medical,1,43-6834215,2,Female,1,1,Married,0,Yes,No,21,2,4,80,0,21,6,3,23,2,3,13,No
23,Travel_Rarely,282,Research & DevelopMaleent,43,4,70,11200,8960,Sales Executive,14,Medical,1,87-9158347,1,Male,2,2,Single,2,Yes,No,24,2,1,80,2,38,1,2,37,12,1,15,No
49,Non-Travel,690,Human Resources,27,1,117,18720,14976,Sales Representative,18,Technical Degree,1,95-7266921,1,Female,2,3,Married,5,Yes,No,25,3,1,80,0,6,0,4,6,2,7,8,No
48,Travel_Femalerequently,1325,Human Resources,10,2,65,10400,8320,Laboratory Technician,16,Life Sciences,1,34-8626178,1,Female,3,3,Single,8,Yes,No,24,3,3,80,1,6,0,4,6,1,15,0,No
58,Non-Travel,947,Sales,37,4,121,19360,15488,Sales Executive,16,Life Sciences,1,51-9831287,3,Female,4,3,Single,1,Yes,No,11,4,4,80,2,12,3,1,14,0,14,3,Yes
57,Travel_Femalerequently,499,Research & DevelopMaleent,7,2,143,22880,18304,MaleanuFemaleacturing Director,14,Life Sciences,1,73-7070140,3,Male,2,3,Married,4,Yes,No,13,3,1,80,1,39,6,4,16,6,14,2,No
57,Travel_Rarely,1001,Sales,8,5,46,7360,5888,Research Director,16,Medical,1,08-1370340,4,Female,4,1,Married,3,Yes,No,13,3,3,80,3,7,2,1,0,3,0,10,Yes
28,Non-Travel,949,Research & DevelopMaleent,37,2,95,15200,12160,Healthcare Representative,16,Sales,1,82-8451970,2,Female,1,4,Married,5,Yes,No,24,3,4,80,0,27,3,1,8,12,14,1,Yes
50,Non-Travel,236,Research & DevelopMaleent,38,5,97,15520,12416,MaleanuFemaleacturing Director,16,Other,1,44-4911723,1,Male,1,3,Single,5,Yes,No,15,2,4,80,2,7,5,4,24,2,9,8,Yes
50,Travel_Rarely,999,Research & DevelopMaleent,44,3,122,19520,15616,Research Director,20,Other,1,48-1451185,1,Female,1,2,Single,4,Yes,No,16,2,3,80,1,13,0,3,38,6,14,3,No
20,Travel_Rarely,986,Research & DevelopMaleent,42,1,97,15520,12416,Sales Representative,18,Technical Degree,1,15-8826702,1,Female,2,1,Married,8,Yes,No,10,2,2,80,1,8,3,3,27,12,14,13,Yes
57,Travel_Femalerequently,1031,Sales,37,3,141,22560,18048,Research Director,16,Other,1,28-3953529,2,Female,4,1,Married,8,Yes,No,11,4,4,80,1,27,0,3,18,13,4,4,Yes
31,Non-Travel,1219,Research & DevelopMaleent,9,5,52,8320,6656,Sales Executive,16,Medical,1,51-9322401,3,Male,1,1,Married,5,Yes,No,25,3,1,80,2,26,6,1,36,1,10,5,No
23,Travel_Rarely,842,Sales,41,4,142,22720,18176,Sales Executive,14,Technical Degree,1,17-2627444,3,Female,3,2,Single,6,Yes,No,22,1,3,80,2,26,6,4,34,15,0,11,No
29,Travel_Femalerequently,472,Research & DevelopMaleent,19,3,138,22080,17664,Sales Executive,16,Other,1,01-0922624,2,Male,3,3,Married,3,Yes,No,15,2,4,80,1,21,5,4,31,11,13,1,Yes
60,Travel_Rarely,807,Sales,5,1,39,6240,4992,Laboratory Technician,14,Other,1,78-0855951,2,Male,3,3,Married,7,Yes,No,16,4,3,80,1,23,4,1,14,15,12,6,No
26,Non-Travel,415,Human Resources,6,5,116,18560,14848,MaleanuFemaleacturing Director,16,Other,1,20-4829672,2,Male,2,2,Single,3,Yes,No,24,1,2,80,2,12,0,4,29,14,15,5,Yes
43,Travel_Rarely,1161,Human Resources,45,1,111,17760,14208,Sales Representative,16,Human Resources,1,30-6429263,3,Male,4,1,Married,4,Yes,No,18,4,4,80,0,2,3,4,24,13,2,6,No
25,Non-Travel,1406,Research & DevelopMaleent,9,5,30,4800,3840,Research Scientist,16,Technical Degree,1,19-8957558,4,Female,3,4,Single,1,Yes,No,14,3,1,80,2,27,5,4,7,7,10,9,Yes
51,Non-Travel,348,Research & DevelopMaleent,8,1,132,21120,16896,Laboratory Technician,16,Technical Degree,1,65-9884427,2,Male,3,2,Married,2,Yes,No,21,2,1,80,1,9,3,2,10,1,7,14,No
52,Non-Travel,1396,Sales,34,2,136,21760,17408,Sales Executive,16,Human Resources,1,16-7270240,4,Male,2,2,Single,7,Yes,No,23,1,2,80,1,37,5,4,0,5,4,13,No
31,Travel_Rarely,776,Human Resources,17,3,42,6720,5376,Sales Representative,16,Life Sciences,1,55-8830633,3,Male,1,2,Single,7,Yes,No,23,2,3,80,1,40,4,4,11,13,8,10,No
56,Non-Travel,271,Human Resources,2,5,110,17600,14080,Research Scientist,18,Sales,1,83-8680945,1,Female,2,2,Single,0,Yes,No,25,3,2,80,2,13,6,3,14,0,5,17,No
48,Travel_Rarely,1110,Sales,5,5,74,11840,9472,Human Resources,16,Technical Degree,1,00-9974346,2,Female,3,2,Married,8,Yes,No,10,3,1,80,3,38,5,2,36,6,7,9,Yes
58,Travel_Femalerequently,1289,Sales,22,1,99,15840,12672,Healthcare Representative,14,Medical,1,41-0877655,4,Female,1,1,Married,3,Yes,No,13,4,1,80,0,17,6,1,39,3,5,17,No
28,Travel_Rarely,698,Research & DevelopMaleent,29,5,39,6240,4992,Research Director,18,Life Sciences,1,57-4134070,4,Male,4,2,Married,1,Yes,No,15,3,3,80,2,33,1,1,11,4,6,15,No
30,Travel_Rarely,481,Sales,3,2,146,23360,18688,Manager,16,Medical,1,67-1759620,2,Male,1,1,Married,6,Yes,No,10,1,1,80,0,17,6,4,8,13,1,10,No
53,Travel_Rarely,223,Sales,50,4,33,5280,4224,Sales Representative,14,Sales,1,67-9261637,4,Female,3,1,Married,4,Yes,No,21,2,2,80,3,35,2,2,0,0,4,12,Yes
28,Non-Travel,836,Sales,11,5,127,20320,16256,Research Director,20,Life Sciences,1,21-6099560,2,Male,4,3,Single,7,Yes,No,15,1,1,80,2,5,5,4,36,17,0,15,No
43,Non-Travel,1446,Sales,7,1,149,23840,19072,Healthcare Representative,12,Sales,1,39-6712349,3,Female,3,1,Single,6,Yes,No,24,4,3,80,1,8,0,1,14,15,6,1,Yes
44,Non-Travel,630,Sales,27,2,131,20960,16768,Research Director,16,Technical Degree,1,50-0771483,2,Female,3,3,Married,8,Yes,No,23,3,3,80,1,20,1,2,35,13,0,17,No
32,Travel_Femalerequently,485,Sales,44,2,59,9440,7552,Research Scientist,20,Other,1,49-7794810,3,Male,4,2,Married,3,Yes,No,11,4,4,80,1,20,3,3,12,2,4,14,No
54,Travel_Rarely,1476,Sales,43,1,58,9280,7424,Human Resources,12,Medical,1,53-1639578,3,Female,3,1,Married,4,Yes,No,16,1,4,80,0,13,6,1,21,19,9,0,Yes
25,Travel_Femalerequently,220,Human Resources,33,2,39,6240,4992,Laboratory Technician,16,Technical Degree,1,22-8568324,4,Female,1,4,Married,5,Yes,No,11,3,2,80,0,1,3,1,16,9,13,4,Yes
41,Travel_Rarely,645,Human Resources,13,2,60,9600,7680,Sales Representative,14,Human Resources,1,69-4050073,3,Male,2,2,Married,4,Yes,No,13,1,2,80,0,30,3,2,1,15,0,3,Yes
18,Travel_Rarely,1486,Sales,26,3,142,22720,18176,Research Director,20,Human Resources,1,74-2675334,2,Female,2,3,Single,4,Yes,No,23,4,3,80,1,30,6,3,19,15,9,16,No
23,Travel_Femalerequently,298,Research & DevelopMaleent,4,3,97,15520,12416,Human Resources,14,Sales,1,74-7149629,3,Female,3,3,Married,4,Yes,No,25,1,4,80,2,27,6,3,4,16,13,12,No
31,Travel_Femalerequently,651,Sales,29,4,68,10880,8704,MaleanuFemaleacturing Director,14,Medical,1,55-1448398,4,Male,4,4,Married,8,Yes,No,19,2,2,80,3,40,5,3,26,12,6,9,Yes
60,Non-Travel,469,Research & DevelopMaleent,47,3,58,9280,7424,Sales Executive,18,Technical Degree,1,40-1478334,3,Female,4,4,Single,3,Yes,No,10,2,3,80,1,35,5,4,34,1,5,13,No
54,Non-Travel,1358,Sales,20,2,145,23200,18560,Manager,16,Medical,1,76-3897616,4,Female,2,4,Married,8,Yes,No,22,4,3,80,1,21,4,1,33,5,12,4,Yes
60,Non-Travel,1483,Research & DevelopMaleent,31,5,74,11840,9472,Human Resources,14,Other,1,15-8517725,4,Female,4,2,Single,4,Yes,No,15,1,1,80,2,10,6,4,28,20,13,12,Yes
28,Travel_Rarely,1395,Human Resources,36,2,36,5760,4608,Sales Representative,16,Human Resources,1,25-9458807,4,Male,4,3,Single,1,Yes,No,13,4,3,80,0,30,4,3,40,11,6,5,No
53,Travel_Femalerequently,153,Human Resources,6,4,137,21920,17536,MaleanuFemaleacturing Director,16,Sales,1,80-1642235,4,Female,4,1,Single,7,Yes,No,16,2,3,80,3,31,0,4,18,13,10,7,No
60,Travel_Femalerequently,801,Research & DevelopMaleent,26,3,114,18240,14592,Sales Executive,14,Life Sciences,1,83-4705049,1,Male,1,3,Single,5,Yes,No,18,4,1,80,2,9,2,4,18,6,14,2,Yes
30,Travel_Rarely,405,Research & DevelopMaleent,17,1,69,11040,8832,Healthcare Representative,14,Sales,1,92-9065397,2,Female,3,4,Single,0,Yes,No,23,3,4,80,0,26,1,1,28,9,2,4,Yes
18,Travel_Femalerequently,618,Research & DevelopMaleent,36,3,43,6880,5504,Healthcare Representative,16,Sales,1,66-4411441,3,Male,4,4,Married,1,Yes,No,10,3,3,80,1,19,5,3,9,8,10,16,No
27,Travel_Rarely,929,Research & DevelopMaleent,39,4,98,15680,12544,Healthcare Representative,16,Technical Degree,1,25-6375327,3,Female,1,4,Single,4,Yes,No,23,3,4,80,2,6,6,1,19,15,3,9,No
55,Non-Travel,1117,Human Resources,50,3,142,22720,18176,Sales Executive,18,Technical Degree,1,03-1599286,1,Male,1,2,Married,6,Yes,No,23,3,4,80,2,17,6,1,36,15,0,2,Yes
60,Travel_Rarely,1279,Research & DevelopMaleent,48,4,148,23680,18944,Sales Executive,18,Human Resources,1,98-8882037,2,Female,1,4,Single,8,Yes,No,19,2,4,80,3,31,3,1,26,15,6,14,No
58,Non-Travel,1424,Human Resources,38,3,77,12320,9856,Sales Executive,18,Life Sciences,1,99-7161828,4,Male,3,3,Single,6,Yes,No,11,3,3,80,2,18,3,3,33,14,13,15,No
51,Non-Travel,1208,Sales,26,3,117,18720,14976,Sales Executive,18,Life Sciences,1,86-7159272,2,Female,3,1,Single,5,Yes,No,21,3,2,80,1,20,2,4,32,19,5,5,Yes
33,Non-Travel,180,Sales,13,4,130,20800,16640,Sales Executive,18,Technical Degree,1,17-5171026,3,Female,1,2,Single,1,Yes,No,24,3,1,80,3,8,1,2,5,15,8,9,Yes
50,Travel_Femalerequently,406,Human Resources,47,2,143,22880,18304,Sales Executive,16,Technical Degree,1,24-8907332,2,Female,4,1,Single,5,Yes,No,21,2,2,80,1,22,6,3,37,10,4,13,Yes
50,Travel_Femalerequently,711,Sales,9,1,131,20960,16768,Human Resources,14,Life Sciences,1,17-0990553,2,Female,2,4,Married,6,Yes,No,16,3,4,80,0,33,5,3,2,19,14,10,No
58,Non-Travel,916,Human Resources,24,5,53,8480,6784,Human Resources,14,Medical,1,69-0525854,2,Male,1,1,Married,6,Yes,No,11,2,2,80,3,27,0,3,35,16,9,14,No
39,Non-Travel,1094,Research & DevelopMaleent,30,5,93,14880,11904,MaleanuFemaleacturing Director,16,Sales,1,38-3081809,3,Male,2,1,Married,4,Yes,No,23,2,3,80,3,25,4,4,37,4,12,15,No
31,Travel_Femalerequently,266,Research & DevelopMaleent,14,5,87,13920,11136,Manager,16,Medical,1,94-7558493,2,Female,1,2,Married,3,Yes,No,12,3,4,80,2,22,6,1,13,7,13,7,Yes
